,CalendarYear,CalendarPeriod,CalendarWeek,ServiceGroup,ProductGroup,OpJourneys,OpMiles
992,2017,2017/P04,2017/W15,Inter7City,Commuter,17199,459733
993,2017,2017/P04,2017/W15,Scenic,Commuter,6284,119332
994,2017,2017/P04,2017/W15,West Suburban,Commuter,227657,2430521
995,2017,2017/P04,2017/W15,East Suburban,Off-Peak,97613,1917134
996,2017,2017/P04,2017/W15,eXpress,Off-Peak,74967,2750459
997,2017,2017/P04,2017/W15,Inter7City,Off-Peak,106900,6429004
998,2017,2017/P04,2017/W15,Scenic,Off-Peak,46660,1853181
999,2017,2017/P04,2017/W15,West Suburban,Off-Peak,592268,6737368
1000,2017,2017/P04,2017/W15,East Suburban,Peak,59469,1099351
1001,2017,2017/P04,2017/W15,eXpress,Peak,28261,956902
1002,2017,2017/P04,2017/W15,Inter7City,Peak,54861,2940003
1003,2017,2017/P04,2017/W15,Scenic,Peak,23101,866858
1004,2017,2017/P04,2017/W15,West Suburban,Peak,241521,3166857
1005,2017,2017/P04,2017/W16,East Suburban,Commuter,56432,958661
1006,2017,2017/P04,2017/W16,eXpress,Commuter,30273,861622
1007,2017,2017/P04,2017/W16,Inter7City,Commuter,22830,609809
1008,2017,2017/P04,2017/W16,Scenic,Commuter,7944,147065
1009,2017,2017/P04,2017/W16,West Suburban,Commuter,276073,2980067
1010,2017,2017/P04,2017/W16,East Suburban,Off-Peak,72691,1444251
1011,2017,2017/P04,2017/W16,eXpress,Off-Peak,64849,2422167
1012,2017,2017/P04,2017/W16,Inter7City,Off-Peak,85877,5469035
1013,2017,2017/P04,2017/W16,Scenic,Off-Peak,35979,1445965
1014,2017,2017/P04,2017/W16,West Suburban,Off-Peak,533225,5856561
1015,2017,2017/P04,2017/W16,East Suburban,Peak,63959,1174476
1016,2017,2017/P04,2017/W16,eXpress,Peak,33060,1139706
1017,2017,2017/P04,2017/W16,Inter7City,Peak,58762,3118016
1018,2017,2017/P04,2017/W16,Scenic,Peak,23160,815588
1019,2017,2017/P04,2017/W16,West Suburban,Peak,276343,3485246
1020,2017,2017/P04,2017/W17,East Suburban,Commuter,64861,1095702
1021,2017,2017/P04,2017/W17,eXpress,Commuter,35912,1029615
1022,2017,2017/P04,2017/W17,Inter7City,Commuter,26029,699385
1023,2017,2017/P04,2017/W17,Scenic,Commuter,9211,174471
1024,2017,2017/P04,2017/W17,West Suburban,Commuter,312254,3365250
1025,2017,2017/P04,2017/W17,East Suburban,Off-Peak,69789,1374904
1026,2017,2017/P04,2017/W17,eXpress,Off-Peak,59841,2221208
1027,2017,2017/P04,2017/W17,Inter7City,Off-Peak,84526,5487223
1028,2017,2017/P04,2017/W17,Scenic,Off-Peak,36047,1539554
1029,2017,2017/P04,2017/W17,West Suburban,Off-Peak,523147,5523130
1030,2017,2017/P04,2017/W17,East Suburban,Peak,70646,1307895
1031,2017,2017/P04,2017/W17,eXpress,Peak,37892,1321748
1032,2017,2017/P04,2017/W17,Inter7City,Peak,61072,3286133
1033,2017,2017/P04,2017/W17,Scenic,Peak,24046,814720
1034,2017,2017/P04,2017/W17,West Suburban,Peak,306166,3809961
1035,2017,2017/P05,2017/W18,East Suburban,Commuter,59181,1002481
1036,2017,2017/P05,2017/W18,eXpress,Commuter,30847,858831
1037,2017,2017/P05,2017/W18,Inter7City,Commuter,23715,643125
1038,2017,2017/P05,2017/W18,Scenic,Commuter,8130,150616
1039,2017,2017/P05,2017/W18,West Suburban,Commuter,285539,3068189
1040,2017,2017/P05,2017/W18,East Suburban,Off-Peak,79921,1525189
1041,2017,2017/P05,2017/W18,eXpress,Off-Peak,64328,2357267
1042,2017,2017/P05,2017/W18,Inter7City,Off-Peak,90640,5624171
1043,2017,2017/P05,2017/W18,Scenic,Off-Peak,37744,1527777
1044,2017,2017/P05,2017/W18,West Suburban,Off-Peak,572322,6408003
1045,2017,2017/P05,2017/W18,East Suburban,Peak,63919,1171324
1046,2017,2017/P05,2017/W18,eXpress,Peak,32456,1122653
1047,2017,2017/P05,2017/W18,Inter7City,Peak,57295,2999676
1048,2017,2017/P05,2017/W18,Scenic,Peak,23512,833766
1049,2017,2017/P05,2017/W18,West Suburban,Peak,269112,3410442
1050,2017,2017/P05,2017/W19,East Suburban,Commuter,68389,1154831
1051,2017,2017/P05,2017/W19,eXpress,Commuter,35931,1016794
1052,2017,2017/P05,2017/W19,Inter7City,Commuter,27879,752137
1053,2017,2017/P05,2017/W19,Scenic,Commuter,9431,179380
1054,2017,2017/P05,2017/W19,West Suburban,Commuter,329964,3560683
1055,2017,2017/P05,2017/W19,East Suburban,Off-Peak,75563,1476502
1056,2017,2017/P05,2017/W19,eXpress,Off-Peak,67187,2533398
1057,2017,2017/P05,2017/W19,Inter7City,Off-Peak,87913,5689036
1058,2017,2017/P05,2017/W19,Scenic,Off-Peak,36502,1525868
1059,2017,2017/P05,2017/W19,West Suburban,Off-Peak,532504,5806004
1060,2017,2017/P05,2017/W19,East Suburban,Peak,69956,1294700
1061,2017,2017/P05,2017/W19,eXpress,Peak,37841,1327668
1062,2017,2017/P05,2017/W19,Inter7City,Peak,61674,3339154
1063,2017,2017/P05,2017/W19,Scenic,Peak,26536,952562
1064,2017,2017/P05,2017/W19,West Suburban,Peak,295811,3709527
1065,2017,2017/P05,2017/W20,East Suburban,Commuter,69007,1163612
1066,2017,2017/P05,2017/W20,eXpress,Commuter,36201,1025533
1067,2017,2017/P05,2017/W20,Inter7City,Commuter,27265,733178
1068,2017,2017/P05,2017/W20,Scenic,Commuter,9593,180646
1069,2017,2017/P05,2017/W20,West Suburban,Commuter,332702,3588048
1070,2017,2017/P05,2017/W20,East Suburban,Off-Peak,67918,1299903
1071,2017,2017/P05,2017/W20,eXpress,Off-Peak,61095,2283745
1072,2017,2017/P05,2017/W20,Inter7City,Off-Peak,88203,5716830
1073,2017,2017/P05,2017/W20,Scenic,Off-Peak,37313,1676292
1074,2017,2017/P05,2017/W20,West Suburban,Off-Peak,531293,5603396
1075,2017,2017/P05,2017/W20,East Suburban,Peak,67868,1258531
1076,2017,2017/P05,2017/W20,eXpress,Peak,36633,1283000
1077,2017,2017/P05,2017/W20,Inter7City,Peak,62826,3433980
1078,2017,2017/P05,2017/W20,Scenic,Peak,25323,918880
1079,2017,2017/P05,2017/W20,West Suburban,Peak,289894,3637946
1080,2017,2017/P05,2017/W21,East Suburban,Commuter,64818,1089804
1081,2017,2017/P05,2017/W21,eXpress,Commuter,33516,937956
1082,2017,2017/P05,2017/W21,Inter7City,Commuter,25980,695943
1083,2017,2017/P05,2017/W21,Scenic,Commuter,8797,169517
1084,2017,2017/P05,2017/W21,West Suburban,Commuter,303826,3265571
1085,2017,2017/P05,2017/W21,East Suburban,Off-Peak,78558,1494820
1086,2017,2017/P05,2017/W21,eXpress,Off-Peak,65163,2440181
1087,2017,2017/P05,2017/W21,Inter7City,Off-Peak,90157,5742973
1088,2017,2017/P05,2017/W21,Scenic,Off-Peak,35733,1500497
1089,2017,2017/P05,2017/W21,West Suburban,Off-Peak,575207,6422172
1090,2017,2017/P05,2017/W21,East Suburban,Peak,72430,1327290
1091,2017,2017/P05,2017/W21,eXpress,Peak,37025,1296424
1092,2017,2017/P05,2017/W21,Inter7City,Peak,65025,3574496
1093,2017,2017/P05,2017/W21,Scenic,Peak,27035,982276
1094,2017,2017/P05,2017/W21,West Suburban,Peak,298428,3778721
1095,2017,2017/P06,2017/W22,East Suburban,Commuter,56400,943843
1096,2017,2017/P06,2017/W22,eXpress,Commuter,29701,842364
1097,2017,2017/P06,2017/W22,Inter7City,Commuter,22793,614767
1098,2017,2017/P06,2017/W22,Scenic,Commuter,7547,141553
1099,2017,2017/P06,2017/W22,West Suburban,Commuter,269642,2887850
1100,2017,2017/P06,2017/W22,East Suburban,Off-Peak,90444,1666360
1101,2017,2017/P06,2017/W22,eXpress,Off-Peak,68569,2516823
1102,2017,2017/P06,2017/W22,Inter7City,Off-Peak,93250,5796469
1103,2017,2017/P06,2017/W22,Scenic,Off-Peak,40781,1652043
1104,2017,2017/P06,2017/W22,West Suburban,Off-Peak,572757,6326975
1105,2017,2017/P06,2017/W22,East Suburban,Peak,67694,1219178
1106,2017,2017/P06,2017/W22,eXpress,Peak,34023,1169614
1107,2017,2017/P06,2017/W22,Inter7City,Peak,61428,3358832
1108,2017,2017/P06,2017/W22,Scenic,Peak,26693,962621
1109,2017,2017/P06,2017/W22,West Suburban,Peak,273743,3518018
1110,2017,2017/P06,2017/W23,East Suburban,Commuter,61760,1033204
1111,2017,2017/P06,2017/W23,eXpress,Commuter,32340,922385
1112,2017,2017/P06,2017/W23,Inter7City,Commuter,24100,650867
1113,2017,2017/P06,2017/W23,Scenic,Commuter,8164,154168
1114,2017,2017/P06,2017/W23,West Suburban,Commuter,291100,3148347
1115,2017,2017/P06,2017/W23,East Suburban,Off-Peak,72442,1447055
1116,2017,2017/P06,2017/W23,eXpress,Off-Peak,66478,2512370
1117,2017,2017/P06,2017/W23,Inter7City,Off-Peak,86135,5640327
1118,2017,2017/P06,2017/W23,Scenic,Off-Peak,34566,1465057
1119,2017,2017/P06,2017/W23,West Suburban,Off-Peak,516029,5393452
1120,2017,2017/P06,2017/W23,East Suburban,Peak,70347,1305626
1121,2017,2017/P06,2017/W23,eXpress,Peak,37791,1327029
1122,2017,2017/P06,2017/W23,Inter7City,Peak,61510,3434502
1123,2017,2017/P06,2017/W23,Scenic,Peak,25183,889814
1124,2017,2017/P06,2017/W23,West Suburban,Peak,287235,3567475
1125,2017,2017/P06,2017/W24,East Suburban,Commuter,61592,1030241
1126,2017,2017/P06,2017/W24,eXpress,Commuter,32564,946126
1127,2017,2017/P06,2017/W24,Inter7City,Commuter,23870,640043
1128,2017,2017/P06,2017/W24,Scenic,Commuter,8198,154794
1129,2017,2017/P06,2017/W24,West Suburban,Commuter,290167,3144123
1130,2017,2017/P06,2017/W24,East Suburban,Off-Peak,75350,1461649
1131,2017,2017/P06,2017/W24,eXpress,Off-Peak,59623,2221538
1132,2017,2017/P06,2017/W24,Inter7City,Off-Peak,84965,5422995
1133,2017,2017/P06,2017/W24,Scenic,Off-Peak,34835,1527352
1134,2017,2017/P06,2017/W24,West Suburban,Off-Peak,521841,5583142
1135,2017,2017/P06,2017/W24,East Suburban,Peak,69400,1277342
1136,2017,2017/P06,2017/W24,eXpress,Peak,36317,1276979
1137,2017,2017/P06,2017/W24,Inter7City,Peak,62513,3391138
1138,2017,2017/P06,2017/W24,Scenic,Peak,25376,901938
1139,2017,2017/P06,2017/W24,West Suburban,Peak,281965,3538251
1140,2017,2017/P06,2017/W25,East Suburban,Commuter,60638,1013596
1141,2017,2017/P06,2017/W25,eXpress,Commuter,31045,866891
1142,2017,2017/P06,2017/W25,Inter7City,Commuter,23177,618943
1143,2017,2017/P06,2017/W25,Scenic,Commuter,8209,158916
1144,2017,2017/P06,2017/W25,West Suburban,Commuter,283438,3086042
1145,2017,2017/P06,2017/W25,East Suburban,Off-Peak,74610,1430794
1146,2017,2017/P06,2017/W25,eXpress,Off-Peak,61502,2299810
1147,2017,2017/P06,2017/W25,Inter7City,Off-Peak,87474,5636600
1148,2017,2017/P06,2017/W25,Scenic,Off-Peak,32536,1423581
1149,2017,2017/P06,2017/W25,West Suburban,Off-Peak,542800,5848973
1150,2017,2017/P06,2017/W25,East Suburban,Peak,71457,1327220
1151,2017,2017/P06,2017/W25,eXpress,Peak,37080,1305901
1152,2017,2017/P06,2017/W25,Inter7City,Peak,63279,3464469
1153,2017,2017/P06,2017/W25,Scenic,Peak,25081,889747
1154,2017,2017/P06,2017/W25,West Suburban,Peak,281660,3565648
1155,2017,2017/P07,2017/W26,East Suburban,Commuter,58597,980125
1156,2017,2017/P07,2017/W26,eXpress,Commuter,30169,871532
1157,2017,2017/P07,2017/W26,Inter7City,Commuter,21855,587155
1158,2017,2017/P07,2017/W26,Scenic,Commuter,7774,146651
1159,2017,2017/P07,2017/W26,West Suburban,Commuter,266663,2931369
1160,2017,2017/P07,2017/W26,East Suburban,Off-Peak,77782,1483773
1161,2017,2017/P07,2017/W26,eXpress,Off-Peak,61819,2281294
1162,2017,2017/P07,2017/W26,Inter7City,Off-Peak,88524,5582275
1163,2017,2017/P07,2017/W26,Scenic,Off-Peak,35773,1536144
1164,2017,2017/P07,2017/W26,West Suburban,Off-Peak,546605,5940719
1165,2017,2017/P07,2017/W26,East Suburban,Peak,69949,1283381
1166,2017,2017/P07,2017/W26,eXpress,Peak,35791,1244306
1167,2017,2017/P07,2017/W26,Inter7City,Peak,61434,3294067
1168,2017,2017/P07,2017/W26,Scenic,Peak,25733,921878
1169,2017,2017/P07,2017/W26,West Suburban,Peak,273841,3503517
1170,2017,2017/P07,2017/W27,East Suburban,Commuter,54511,912973
1171,2017,2017/P07,2017/W27,eXpress,Commuter,27956,801839
1172,2017,2017/P07,2017/W27,Inter7City,Commuter,20803,571242
1173,2017,2017/P07,2017/W27,Scenic,Commuter,7655,140783
1174,2017,2017/P07,2017/W27,West Suburban,Commuter,257224,2820984
1175,2017,2017/P07,2017/W27,East Suburban,Off-Peak,84327,1611383
1176,2017,2017/P07,2017/W27,eXpress,Off-Peak,67998,2525907
1177,2017,2017/P07,2017/W27,Inter7City,Off-Peak,95933,6015559
1178,2017,2017/P07,2017/W27,Scenic,Off-Peak,39342,1696235
1179,2017,2017/P07,2017/W27,West Suburban,Off-Peak,558251,6282613
1180,2017,2017/P07,2017/W27,East Suburban,Peak,63254,1168904
1181,2017,2017/P07,2017/W27,eXpress,Peak,32466,1120623
1182,2017,2017/P07,2017/W27,Inter7City,Peak,58222,3234232
1183,2017,2017/P07,2017/W27,Scenic,Peak,24265,925145
1184,2017,2017/P07,2017/W27,West Suburban,Peak,258341,3351559
1185,2017,2017/P07,2017/W28,East Suburban,Commuter,55042,919431
1186,2017,2017/P07,2017/W28,eXpress,Commuter,26969,752694
1187,2017,2017/P07,2017/W28,Inter7City,Commuter,20782,566998
1188,2017,2017/P07,2017/W28,Scenic,Commuter,7774,147950
1189,2017,2017/P07,2017/W28,West Suburban,Commuter,260264,2840788
1190,2017,2017/P07,2017/W28,East Suburban,Off-Peak,83555,1618251
1191,2017,2017/P07,2017/W28,eXpress,Off-Peak,61902,2291871
1192,2017,2017/P07,2017/W28,Inter7City,Off-Peak,91314,5710777
1193,2017,2017/P07,2017/W28,Scenic,Off-Peak,40536,1831148
1194,2017,2017/P07,2017/W28,West Suburban,Off-Peak,540685,6180123
1195,2017,2017/P07,2017/W28,East Suburban,Peak,60656,1110317
1196,2017,2017/P07,2017/W28,eXpress,Peak,29506,1018803
1197,2017,2017/P07,2017/W28,Inter7City,Peak,55140,3050150
1198,2017,2017/P07,2017/W28,Scenic,Peak,24480,935719
1199,2017,2017/P07,2017/W28,West Suburban,Peak,252371,3281061
1200,2017,2017/P07,2017/W29,East Suburban,Commuter,56175,939251
1201,2017,2017/P07,2017/W29,eXpress,Commuter,29654,851831
1202,2017,2017/P07,2017/W29,Inter7City,Commuter,20872,565016
1203,2017,2017/P07,2017/W29,Scenic,Commuter,7655,139599
1204,2017,2017/P07,2017/W29,West Suburban,Commuter,262091,2869633
1205,2017,2017/P07,2017/W29,East Suburban,Off-Peak,91134,1750731
1206,2017,2017/P07,2017/W29,eXpress,Off-Peak,61408,2261797
1207,2017,2017/P07,2017/W29,Inter7City,Off-Peak,94417,5714196
1208,2017,2017/P07,2017/W29,Scenic,Off-Peak,35754,1544382
1209,2017,2017/P07,2017/W29,West Suburban,Off-Peak,579979,6991545
1210,2017,2017/P07,2017/W29,East Suburban,Peak,61521,1113256
1211,2017,2017/P07,2017/W29,eXpress,Peak,28763,989021
1212,2017,2017/P07,2017/W29,Inter7City,Peak,56026,3006061
1213,2017,2017/P07,2017/W29,Scenic,Peak,23568,890160
1214,2017,2017/P07,2017/W29,West Suburban,Peak,249610,3202932
1215,2017,2017/P08,2017/W30,East Suburban,Commuter,54453,907518
1216,2017,2017/P08,2017/W30,eXpress,Commuter,29596,851160
1217,2017,2017/P08,2017/W30,Inter7City,Commuter,20350,548101
1218,2017,2017/P08,2017/W30,Scenic,Commuter,7305,135431
1219,2017,2017/P08,2017/W30,West Suburban,Commuter,257766,2805045
1220,2017,2017/P08,2017/W30,East Suburban,Off-Peak,92040,1776694
1221,2017,2017/P08,2017/W30,eXpress,Off-Peak,63377,2315081
1222,2017,2017/P08,2017/W30,Inter7City,Off-Peak,97526,5925687
1223,2017,2017/P08,2017/W30,Scenic,Off-Peak,43833,1791292
1224,2017,2017/P08,2017/W30,West Suburban,Off-Peak,588342,6834481
1225,2017,2017/P08,2017/W30,East Suburban,Peak,64260,1169005
1226,2017,2017/P08,2017/W30,eXpress,Peak,31738,1099741
1227,2017,2017/P08,2017/W30,Inter7City,Peak,58679,3216228
1228,2017,2017/P08,2017/W30,Scenic,Peak,25689,985153
1229,2017,2017/P08,2017/W30,West Suburban,Peak,263589,3395394
1230,2017,2017/P08,2017/W31,East Suburban,Commuter,57809,965237
1231,2017,2017/P08,2017/W31,eXpress,Commuter,29865,841677
1232,2017,2017/P08,2017/W31,Inter7City,Commuter,20860,570577
1233,2017,2017/P08,2017/W31,Scenic,Commuter,7462,136502
1234,2017,2017/P08,2017/W31,West Suburban,Commuter,267982,2905922
1235,2017,2017/P08,2017/W31,East Suburban,Off-Peak,113577,2240492
1236,2017,2017/P08,2017/W31,eXpress,Off-Peak,80210,2966687
1237,2017,2017/P08,2017/W31,Inter7City,Off-Peak,106622,6307732
1238,2017,2017/P08,2017/W31,Scenic,Off-Peak,46938,1876286
1239,2017,2017/P08,2017/W31,West Suburban,Off-Peak,616541,7036597
1240,2017,2017/P08,2017/W31,East Suburban,Peak,68519,1246165
1241,2017,2017/P08,2017/W31,eXpress,Peak,32640,1125282
1242,2017,2017/P08,2017/W31,Inter7City,Peak,59565,3276117
1243,2017,2017/P08,2017/W31,Scenic,Peak,26979,1019234
1244,2017,2017/P08,2017/W31,West Suburban,Peak,265140,3410529
1245,2017,2017/P08,2017/W32,East Suburban,Commuter,57994,966483
1246,2017,2017/P08,2017/W32,eXpress,Commuter,29796,845006
1247,2017,2017/P08,2017/W32,Inter7City,Commuter,21172,574293
1248,2017,2017/P08,2017/W32,Scenic,Commuter,7819,143897
1249,2017,2017/P08,2017/W32,West Suburban,Commuter,270454,2932156
1250,2017,2017/P08,2017/W32,East Suburban,Off-Peak,148263,3066562
1251,2017,2017/P08,2017/W32,eXpress,Off-Peak,108260,4062690
1252,2017,2017/P08,2017/W32,Inter7City,Off-Peak,116150,6533647
1253,2017,2017/P08,2017/W32,Scenic,Off-Peak,55037,2061296
1254,2017,2017/P08,2017/W32,West Suburban,Off-Peak,652705,7911653
1255,2017,2017/P08,2017/W32,East Suburban,Peak,74446,1370570
1256,2017,2017/P08,2017/W32,eXpress,Peak,35419,1231866
1257,2017,2017/P08,2017/W32,Inter7City,Peak,62612,3411326
1258,2017,2017/P08,2017/W32,Scenic,Peak,29093,1065722
1259,2017,2017/P08,2017/W32,West Suburban,Peak,269746,3511184
1260,2017,2017/P08,2017/W33,East Suburban,Commuter,59560,990216
1261,2017,2017/P08,2017/W33,eXpress,Commuter,30654,876527
1262,2017,2017/P08,2017/W33,Inter7City,Commuter,21833,598404
1263,2017,2017/P08,2017/W33,Scenic,Commuter,7929,148333
1264,2017,2017/P08,2017/W33,West Suburban,Commuter,283847,3044981
1265,2017,2017/P08,2017/W33,East Suburban,Off-Peak,139677,2931986
1266,2017,2017/P08,2017/W33,eXpress,Off-Peak,104802,3939090
1267,2017,2017/P08,2017/W33,Inter7City,Off-Peak,108628,6320343
1268,2017,2017/P08,2017/W33,Scenic,Off-Peak,54385,2007512
1269,2017,2017/P08,2017/W33,West Suburban,Off-Peak,589521,6940574
1270,2017,2017/P08,2017/W33,East Suburban,Peak,76799,1418775
1271,2017,2017/P08,2017/W33,eXpress,Peak,37405,1307489
1272,2017,2017/P08,2017/W33,Inter7City,Peak,63900,3503040
1273,2017,2017/P08,2017/W33,Scenic,Peak,28482,977816
1274,2017,2017/P08,2017/W33,West Suburban,Peak,281183,3591228
1275,2017,2017/P09,2017/W34,East Suburban,Commuter,60143,1005493
1276,2017,2017/P09,2017/W34,eXpress,Commuter,30615,856026
1277,2017,2017/P09,2017/W34,Inter7City,Commuter,22628,609315
1278,2017,2017/P09,2017/W34,Scenic,Commuter,7931,148598
1279,2017,2017/P09,2017/W34,West Suburban,Commuter,285205,3042809
1280,2017,2017/P09,2017/W34,East Suburban,Off-Peak,123709,2588985
1281,2017,2017/P09,2017/W34,eXpress,Off-Peak,101525,3870464
1282,2017,2017/P09,2017/W34,Inter7City,Off-Peak,103599,6260795
1283,2017,2017/P09,2017/W34,Scenic,Off-Peak,48468,1810265
1284,2017,2017/P09,2017/W34,West Suburban,Off-Peak,576763,6546478
1285,2017,2017/P09,2017/W34,East Suburban,Peak,78024,1453556
1286,2017,2017/P09,2017/W34,eXpress,Peak,39790,1407113
1287,2017,2017/P09,2017/W34,Inter7City,Peak,65936,3520414
1288,2017,2017/P09,2017/W34,Scenic,Peak,28156,956645
1289,2017,2017/P09,2017/W34,West Suburban,Peak,297936,3793092
1290,2017,2017/P09,2017/W35,East Suburban,Commuter,53365,891162
1291,2017,2017/P09,2017/W35,eXpress,Commuter,31023,924187
1292,2017,2017/P09,2017/W35,Inter7City,Commuter,21389,578058
1293,2017,2017/P09,2017/W35,Scenic,Commuter,8053,154344
1294,2017,2017/P09,2017/W35,West Suburban,Commuter,264394,2842644
1295,2017,2017/P09,2017/W35,East Suburban,Off-Peak,89629,1726379
1296,2017,2017/P09,2017/W35,eXpress,Off-Peak,69832,2599329
1297,2017,2017/P09,2017/W35,Inter7City,Off-Peak,92056,5851356
1298,2017,2017/P09,2017/W35,Scenic,Off-Peak,40281,1618679
1299,2017,2017/P09,2017/W35,West Suburban,Off-Peak,561957,6318475
1300,2017,2017/P09,2017/W35,East Suburban,Peak,75088,1353652
1301,2017,2017/P09,2017/W35,eXpress,Peak,37625,1301943
1302,2017,2017/P09,2017/W35,Inter7City,Peak,68717,3668520
1303,2017,2017/P09,2017/W35,Scenic,Peak,27210,936079
1304,2017,2017/P09,2017/W35,West Suburban,Peak,319441,3994971
1305,2017,2017/P09,2017/W36,East Suburban,Commuter,61937,1042222
1306,2017,2017/P09,2017/W36,eXpress,Commuter,33644,975073
1307,2017,2017/P09,2017/W36,Inter7City,Commuter,24626,662411
1308,2017,2017/P09,2017/W36,Scenic,Commuter,9234,171706
1309,2017,2017/P09,2017/W36,West Suburban,Commuter,307607,3320789
1310,2017,2017/P09,2017/W36,East Suburban,Off-Peak,75949,1449290
1311,2017,2017/P09,2017/W36,eXpress,Off-Peak,62213,2302715
1312,2017,2017/P09,2017/W36,Inter7City,Off-Peak,91493,5999334
1313,2017,2017/P09,2017/W36,Scenic,Off-Peak,35771,1522565
1314,2017,2017/P09,2017/W36,West Suburban,Off-Peak,536834,5800626
1315,2017,2017/P09,2017/W36,East Suburban,Peak,77513,1407649
1316,2017,2017/P09,2017/W36,eXpress,Peak,38449,1344026
1317,2017,2017/P09,2017/W36,Inter7City,Peak,68794,3695636
1318,2017,2017/P09,2017/W36,Scenic,Peak,27080,939434
1319,2017,2017/P09,2017/W36,West Suburban,Peak,323888,4006079
1320,2017,2017/P09,2017/W37,East Suburban,Commuter,62412,1052328
1321,2017,2017/P09,2017/W37,eXpress,Commuter,32404,909166
1322,2017,2017/P09,2017/W37,Inter7City,Commuter,25839,696045
1323,2017,2017/P09,2017/W37,Scenic,Commuter,9171,173712
1324,2017,2017/P09,2017/W37,West Suburban,Commuter,316444,3443481
1325,2017,2017/P09,2017/W37,East Suburban,Off-Peak,74219,1427538
1326,2017,2017/P09,2017/W37,eXpress,Off-Peak,63472,2357796
1327,2017,2017/P09,2017/W37,Inter7City,Off-Peak,92287,6015494
1328,2017,2017/P09,2017/W37,Scenic,Off-Peak,37956,1603713
1329,2017,2017/P09,2017/W37,West Suburban,Off-Peak,542496,5760299
1330,2017,2017/P09,2017/W37,East Suburban,Peak,78416,1435124
1331,2017,2017/P09,2017/W37,eXpress,Peak,39371,1371533
1332,2017,2017/P09,2017/W37,Inter7City,Peak,67256,3561872
1333,2017,2017/P09,2017/W37,Scenic,Peak,26817,925498
1334,2017,2017/P09,2017/W37,West Suburban,Peak,329516,4092321
1335,2017,2017/P10,2017/W38,East Suburban,Commuter,67550,1132413
1336,2017,2017/P10,2017/W38,eXpress,Commuter,34473,960850
1337,2017,2017/P10,2017/W38,Inter7City,Commuter,27154,738943
1338,2017,2017/P10,2017/W38,Scenic,Commuter,9774,182911
1339,2017,2017/P10,2017/W38,West Suburban,Commuter,330217,3661599
1340,2017,2017/P10,2017/W38,East Suburban,Off-Peak,72776,1414395
1341,2017,2017/P10,2017/W38,eXpress,Off-Peak,67378,2529795
1342,2017,2017/P10,2017/W38,Inter7City,Off-Peak,95630,6287649
1343,2017,2017/P10,2017/W38,Scenic,Off-Peak,37073,1488712
1344,2017,2017/P10,2017/W38,West Suburban,Off-Peak,531670,5752639
1345,2017,2017/P10,2017/W38,East Suburban,Peak,76562,1404100
1346,2017,2017/P10,2017/W38,eXpress,Peak,40038,1389287
1347,2017,2017/P10,2017/W38,Inter7City,Peak,68237,3604156
1348,2017,2017/P10,2017/W38,Scenic,Peak,26869,892157
1349,2017,2017/P10,2017/W38,West Suburban,Peak,325264,4081056
1350,2017,2017/P10,2017/W39,East Suburban,Commuter,68818,1165399
1351,2017,2017/P10,2017/W39,eXpress,Commuter,34702,951398
1352,2017,2017/P10,2017/W39,Inter7City,Commuter,27406,737851
1353,2017,2017/P10,2017/W39,Scenic,Commuter,10233,192602
1354,2017,2017/P10,2017/W39,West Suburban,Commuter,341652,3795333
1355,2017,2017/P10,2017/W39,East Suburban,Off-Peak,65222,1267081
1356,2017,2017/P10,2017/W39,eXpress,Off-Peak,67291,2530147
1357,2017,2017/P10,2017/W39,Inter7City,Off-Peak,92254,6091888
1358,2017,2017/P10,2017/W39,Scenic,Off-Peak,32902,1369724
1359,2017,2017/P10,2017/W39,West Suburban,Off-Peak,548314,5879998
1360,2017,2017/P10,2017/W39,East Suburban,Peak,76559,1412927
1361,2017,2017/P10,2017/W39,eXpress,Peak,40407,1399715
1362,2017,2017/P10,2017/W39,Inter7City,Peak,68855,3633808
1363,2017,2017/P10,2017/W39,Scenic,Peak,25322,786148
1364,2017,2017/P10,2017/W39,West Suburban,Peak,323119,4085069
1365,2017,2017/P10,2017/W40,East Suburban,Commuter,68865,1163247
1366,2017,2017/P10,2017/W40,eXpress,Commuter,38962,1121868
1367,2017,2017/P10,2017/W40,Inter7City,Commuter,27347,737481
1368,2017,2017/P10,2017/W40,Scenic,Commuter,10413,194216
1369,2017,2017/P10,2017/W40,West Suburban,Commuter,360204,3993898
1370,2017,2017/P10,2017/W40,East Suburban,Off-Peak,69641,1373133
1371,2017,2017/P10,2017/W40,eXpress,Off-Peak,71661,2687453
1372,2017,2017/P10,2017/W40,Inter7City,Off-Peak,94587,6251930
1373,2017,2017/P10,2017/W40,Scenic,Off-Peak,33618,1396632
1374,2017,2017/P10,2017/W40,West Suburban,Off-Peak,576288,5996170
1375,2017,2017/P10,2017/W40,East Suburban,Peak,76090,1410276
1376,2017,2017/P10,2017/W40,eXpress,Peak,43516,1517011
1377,2017,2017/P10,2017/W40,Inter7City,Peak,68067,3618735
1378,2017,2017/P10,2017/W40,Scenic,Peak,24972,779846
1379,2017,2017/P10,2017/W40,West Suburban,Peak,338405,4180024
1380,2017,2017/P10,2017/W41,East Suburban,Commuter,65373,1093210
1381,2017,2017/P10,2017/W41,eXpress,Commuter,34537,964351
1382,2017,2017/P10,2017/W41,Inter7City,Commuter,24934,660554
