,dt,device_type,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,is_marked_as_eco_option,currency,amount,unit,operating_carrier,booking_type,latitude_deg_origin,longitude_deg_origin,iso_country_origin,iata_code_origin,latitude_deg_dest,longitude_deg_dest,iso_country_dest,iata_code_dest,distance_miles,CO2_emissions,CO2_emissions_per_passenger
803,2022-02-05,IOS,SAV,EDI,SAV-EDI,1.0,0.0,PREMIUMECONOMY,return,2022-08-07 00:00:00,2022-07-16 00:00:00,False,USD,246200.0,CENTI,-31525,REDIRECT,32.12760162,-81.20210266,US,SAV,55.950145,-3.372288,GB,EDI,3957.398914995734,106454.03081338524,330.6025801657927
804,2022-02-05,IOS,PIT,EDI,PIT-EDI,1.0,0.0,ECONOMY,return,2022-11-07 00:00:00,2022-07-27 00:00:00,False,USD,106300.0,CENTI,-30991,REDIRECT,40.49150085,-80.23290253,US,PIT,55.950145,-3.372288,GB,EDI,3495.7507023331364,41249.85828753101,222.97220695962707
805,2022-02-05,IOS,JFK,EDI,JFK-EDI,3.0,0.0,ECONOMY,return,2022-06-15 00:00:00,2022-06-19 00:00:00,False,USD,229900.0,CENTI,-32385,REDIRECT,40.639801,-73.7789,US,JFK,55.950145,-3.372288,GB,EDI,3246.7615847454067,38311.7866999958,207.09073891889622
806,2022-02-05,IOS,ADB,EDI,ADB-EDI,1.0,0.0,ECONOMY,oneway,2022-05-17 00:00:00,,False,GBP,8300.0,CENTI,-32405,REDIRECT,38.2924,27.157,TR,ADB,55.950145,-3.372288,GB,EDI,1857.1571485201405,21914.454352537658,118.45651001371706
807,2022-02-05,IOS,ADB,EDI,ADB-EDI,1.0,0.0,ECONOMY,oneway,2022-05-18 00:00:00,,False,GBP,8500.0,CENTI,-31973,REDIRECT,38.2924,27.157,TR,ADB,55.950145,-3.372288,GB,EDI,1857.1571485201405,21914.454352537658,118.45651001371706
808,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-24 00:00:00,2019-05-30 00:00:00,False,GBP,11800.0,CENTI,-32302,REDIRECT,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4252.455531184559,22.98624611451113
808,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-24 00:00:00,2019-05-30 00:00:00,False,GBP,11800.0,CENTI,-32302,REDIRECT,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4000.1912200125935,28.17036070431404
809,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-24 00:00:00,2019-05-30 00:00:00,False,GBP,11800.0,CENTI,-32302,DIRECT_BOOKING,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4252.455531184559,22.98624611451113
809,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-24 00:00:00,2019-05-30 00:00:00,False,GBP,11800.0,CENTI,-32302,DIRECT_BOOKING,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4000.1912200125935,28.17036070431404
810,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-03-06 00:00:00,False,GBP,8600.0,CENTI,-32302,DIRECT_BOOKING,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4000.1912200125935,28.17036070431404
810,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-03-06 00:00:00,False,GBP,8600.0,CENTI,-32302,DIRECT_BOOKING,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4252.455531184559,22.98624611451113
811,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-03-06 00:00:00,False,GBP,8600.0,CENTI,-32302,REDIRECT,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4000.1912200125935,28.17036070431404
811,2019-06-05,IOS,EXT,EDI,EXT-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-03-06 00:00:00,False,GBP,8600.0,CENTI,-32302,REDIRECT,50.734402,-3.41389,GB,EXT,55.950145,-3.372288,GB,EDI,360.37758738852193,4252.455531184559,22.98624611451113
812,2019-06-05,IOS,SKP,EDI,SKP-EDI,2.0,0.0,ECONOMY,oneway,2019-08-29 00:00:00,,False,AUD,64800.0,CENTI,-31734,REDIRECT,41.961601,21.621401,MK,SKP,55.950145,-3.372288,GB,EDI,1475.3511742605183,17409.143856274117,94.10348030418442
813,2019-06-05,IOS,SKP,EDI,SKP-EDI,2.0,0.0,ECONOMY,oneway,2019-08-29 00:00:00,,False,AUD,64800.0,CENTI,-31734,DIRECT_BOOKING,41.961601,21.621401,MK,SKP,55.950145,-3.372288,GB,EDI,1475.3511742605183,17409.143856274117,94.10348030418442
814,2022-02-05,IOS,SAP,EDI,SAP-EDI,1.0,0.0,ECONOMY,return,2022-12-06 00:00:00,2022-06-26 00:00:00,False,USD,147400.0,CENTI,-31544,REDIRECT,15.4526,-87.923599,HN,SAP,55.950145,-3.372288,GB,EDI,5127.867016548366,137939.62274515105,428.38392156879206
815,2019-06-05,IOS,DOH,EDI,DOH-EDI,2.0,2.0,ECONOMY,mutli_city,2019-06-24 00:00:00,2019-08-23 00:00:00,False,GBP,247200.0,CENTI,-31734,REDIRECT,25.273056,51.608056,QA,DOH,55.950145,-3.372288,GB,EDI,3446.893195090911,40673.33970207275,219.85589028147433
816,2022-02-05,IOS,VLC,EDI,VLC-EDI,1.0,0.0,ECONOMY,return,2022-08-16 00:00:00,2022-08-23 00:00:00,True,EUR,17100.0,CENTI,-31915,REDIRECT,39.4893,-0.481625,ES,VLC,55.950145,-3.372288,GB,EDI,1144.992454839928,13510.910967111153,73.0319511735738
817,2022-02-05,IOS,VLC,EDI,VLC-EDI,2.0,0.0,ECONOMY,return,2022-08-16 00:00:00,2022-08-23 00:00:00,True,EUR,31800.0,CENTI,-31915,REDIRECT,39.4893,-0.481625,ES,VLC,55.950145,-3.372288,GB,EDI,1144.992454839928,13510.910967111153,73.0319511735738
818,2022-02-05,IOS,VLC,EDI,VLC-EDI,2.0,0.0,ECONOMY,return,2022-08-16 00:00:00,2022-08-23 00:00:00,True,EUR,31800.0,CENTI,-31915,DIRECT_BOOKING,39.4893,-0.481625,ES,VLC,55.950145,-3.372288,GB,EDI,1144.992454839928,13510.910967111153,73.0319511735738
819,2022-02-05,IOS,VLC,EDI,VLC-EDI,1.0,0.0,ECONOMY,oneway,2022-05-27 00:00:00,,False,GBP,13000.0,CENTI,-32131,REDIRECT,39.4893,-0.481625,ES,VLC,55.950145,-3.372288,GB,EDI,1144.992454839928,13510.910967111153,73.0319511735738
820,2022-02-05,IOS,RIX,EDI,RIX-EDI,1.0,0.0,ECONOMY,oneway,2022-08-30 00:00:00,,False,EUR,3300.0,CENTI,-32610,REDIRECT,56.923599,23.9711,LV,RIX,55.950145,-3.372288,GB,EDI,1039.6446248344596,12267.806573046624,66.31246796241419
821,2022-02-05,IOS,FKB,EDI,FKB-EDI,1.0,0.0,ECONOMY,oneway,2022-03-06 00:00:00,,True,EUR,18200.0,CENTI,-30823,REDIRECT,48.7794,8.0805,DE,FKB,55.950145,-3.372288,GB,EDI,690.3799023285051,8146.48284747636,44.035042418791136
822,2022-02-05,IOS,PSA,EDI,PSA-EDI,1.0,0.0,ECONOMY,return,2022-12-05 00:00:00,2022-05-15 00:00:00,True,EUR,4000.0,CENTI,-31915,REDIRECT,43.683899,10.3927,IT,PSA,55.950145,-3.372288,GB,EDI,1042.257679865897,12298.640622417584,66.47913849955451
823,2022-02-05,IOS,PSA,EDI,PSA-EDI,1.0,0.0,ECONOMY,mutli_city,2022-05-24 00:00:00,2022-05-30 00:00:00,False,EUR,4900.0,CENTI,-30823,REDIRECT,43.683899,10.3927,IT,PSA,55.950145,-3.372288,GB,EDI,1042.257679865897,12298.640622417584,66.47913849955451
824,2022-02-05,IOS,BSL,EDI,BSL-EDI,1.0,0.0,ECONOMY,return,2022-05-15 00:00:00,2022-05-18 00:00:00,True,EUR,8900.0,CENTI,-32356,REDIRECT,47.59,7.529167,FR,BSL,55.950145,-3.372288,GB,EDI,740.4440365335254,8737.2396310956,47.228322330246485
825,2019-06-05,IOS,BSL,EDI,BSL-EDI,1.0,0.0,ECONOMY,oneway,2019-06-05 00:00:00,,False,GBP,23300.0,CENTI,-32131,REDIRECT,47.59,7.529167,FR,BSL,55.950145,-3.372288,GB,EDI,740.4440365335254,8737.2396310956,47.228322330246485
826,2019-06-05,IOS,BSL,EDI,BSL-EDI,1.0,0.0,ECONOMY,oneway,2019-06-05 00:00:00,,False,GBP,23300.0,CENTI,-32131,DIRECT_BOOKING,47.59,7.529167,FR,BSL,55.950145,-3.372288,GB,EDI,740.4440365335254,8737.2396310956,47.228322330246485
827,2019-06-05,IOS,SCQ,EDI,SCQ-EDI,1.0,0.0,ECONOMY,oneway,2019-06-28 00:00:00,,False,GBP,11400.0,CENTI,-32356,REDIRECT,42.896301,-8.41514,ES,SCQ,55.950145,-3.372288,GB,EDI,929.3535746066568,10966.37218035855,59.27768746139757
828,2022-02-05,IOS,VNO,EDI,VNO-EDI,1.0,0.0,ECONOMY,oneway,2022-06-15 00:00:00,,True,GBP,4700.0,CENTI,-30821,REDIRECT,54.634102,25.285801,LT,VNO,55.950145,-3.372288,GB,EDI,1122.963974913613,13250.974903980634,71.62689137286829
829,2022-02-05,IOS,ORK,EDI,ORK-EDI,1.0,0.0,ECONOMY,oneway,2022-06-17 00:00:00,,True,EUR,600.0,CENTI,-31915,REDIRECT,51.841301,-8.49111,IE,ORK,55.950145,-3.372288,GB,EDI,351.97533784087204,4153.30898652229,22.450318846066434
830,2022-02-05,IOS,ORK,EDI,ORK-EDI,1.0,0.0,ECONOMY,oneway,2022-06-17 00:00:00,,True,EUR,600.0,CENTI,-31915,DIRECT_BOOKING,51.841301,-8.49111,IE,ORK,55.950145,-3.372288,GB,EDI,351.97533784087204,4153.30898652229,22.450318846066434
831,2022-02-05,IOS,ORK,EDI,ORK-EDI,1.0,0.0,ECONOMY,return,2022-07-28 00:00:00,2022-01-08 00:00:00,True,EUR,6200.0,CENTI,-31915,REDIRECT,51.841301,-8.49111,IE,ORK,55.950145,-3.372288,GB,EDI,351.97533784087204,4153.30898652229,22.450318846066434
832,2022-02-05,IOS,BLQ,EDI,BLQ-EDI,1.0,0.0,ECONOMY,return,2022-06-16 00:00:00,2022-06-21 00:00:00,True,EUR,14400.0,CENTI,-31915,REDIRECT,44.5354,11.2887,IT,BLQ,55.950145,-3.372288,GB,EDI,1016.3373939648944,11992.781248785755,64.82584458803112
833,2019-06-05,IOS,BLQ,EDI,BLQ-EDI,1.0,0.0,ECONOMY,return,2019-08-23 00:00:00,2019-08-30 00:00:00,False,EUR,21000.0,CENTI,-31915,REDIRECT,44.5354,11.2887,IT,BLQ,55.950145,-3.372288,GB,EDI,1016.3373939648944,11992.781248785755,64.82584458803112
834,2022-02-05,IOS,BOH,EDI,BOH-EDI,2.0,0.0,ECONOMY,return,2022-06-25 00:00:00,2022-06-26 00:00:00,False,GBP,35500.0,CENTI,-31915,REDIRECT,50.779999,-1.8425,GB,BOH,55.950145,-3.372288,GB,EDI,362.72420400162775,4280.145607219208,23.135922201184908
834,2022-02-05,IOS,BOH,EDI,BOH-EDI,2.0,0.0,ECONOMY,return,2022-06-25 00:00:00,2022-06-26 00:00:00,False,GBP,35500.0,CENTI,-31915,REDIRECT,50.779999,-1.8425,GB,BOH,55.950145,-3.372288,GB,EDI,362.72420400162775,4026.238664418068,28.353793411394843
835,2019-06-05,IOS,LDY,EDI,LDY-EDI,1.0,0.0,ECONOMY,return,2019-05-30 00:00:00,2019-01-06 00:00:00,False,GBP,2500.0,CENTI,-31915,REDIRECT,55.04280090332031,-7.161109924316406,GB,LDY,55.950145,-3.372288,GB,EDI,160.9686886058799,1786.7524435252667,12.582763686797653
835,2019-06-05,IOS,LDY,EDI,LDY-EDI,1.0,0.0,ECONOMY,return,2019-05-30 00:00:00,2019-01-06 00:00:00,False,GBP,2500.0,CENTI,-31915,REDIRECT,55.04280090332031,-7.161109924316406,GB,LDY,55.950145,-3.372288,GB,EDI,160.9686886058799,1899.4305255493828,10.267192029996664
836,2022-02-05,IOS,CMN,EDI,CMN-EDI,1.0,0.0,ECONOMY,oneway,2022-05-26 00:00:00,,False,CNY,79700.0,CENTI,-31781,REDIRECT,33.36750030517578,-7.589970111846924,MA,CMN,55.950145,-3.372288,GB,EDI,1573.315842686643,18565.126943702388,100.35203753352641
837,2019-06-05,IOS,PQQ,EDI,PQQ-EDI,2.0,1.0,ECONOMY,return,2019-12-11 00:00:00,2019-11-26 00:00:00,False,AUD,372000.0,CENTI,-31527,REDIRECT,-31.4358005524,152.863006592,AU,PQQ,55.950145,-3.372288,GB,EDI,10390.485407123768,279504.0574516293,868.0250231417059
838,2019-06-05,IOS,MSP,EDI,MSP-EDI,1.0,0.0,ECONOMY,return,2019-01-08 00:00:00,2019-07-08 00:00:00,False,USD,129000.0,CENTI,-31722,REDIRECT,44.882,-93.221802,US,MSP,55.950145,-3.372288,GB,EDI,3741.199931646699,100638.2781612962,312.5412365257646
839,2022-02-05,IOS,BUD,EDI,BUD-EDI,1.0,0.0,ECONOMY,return,2022-12-18 00:00:00,2023-08-01 00:00:00,False,GBP,4300.0,CENTI,-31915,REDIRECT,47.42976,19.261093,HU,BUD,55.950145,-3.372288,GB,EDI,1126.409536160309,13291.632526691646,71.84666230644133
840,2022-02-05,IOS,PEN,EDI,PEN-EDI,1.0,0.0,ECONOMY,return,2022-08-09 00:00:00,2022-09-23 00:00:00,False,MYR,468300.0,CENTI,-31876,REDIRECT,5.297140121459961,100.2770004272461,MY,PEN,55.950145,-3.372288,GB,EDI,6436.529770347423,173142.6508223457,537.7100957215705
841,2020-04-05,IOS,BRI,EDI,BRI-EDI,1.0,0.0,ECONOMY,oneway,2020-08-11 00:00:00,,False,EUR,8000.0,CENTI,-31669,REDIRECT,41.138901,16.760599,IT,BRI,55.950145,-3.372288,GB,EDI,1366.571192531548,16125.540071872267,87.16508146957982
842,2022-02-05,IOS,GDN,EDI,GDN-EDI,2.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,True,GBP,10000.0,CENTI,-30821,REDIRECT,54.37760162353516,18.46619987487793,PL,GDN,55.950145,-3.372288,GB,EDI,865.0571037712249,10207.673824500454,55.17661526757002
843,2022-02-05,IOS,GDN,EDI,GDN-EDI,2.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,True,GBP,10000.0,CENTI,-30821,DIRECT_BOOKING,54.37760162353516,18.46619987487793,PL,GDN,55.950145,-3.372288,GB,EDI,865.0571037712249,10207.673824500454,55.17661526757002
844,2022-02-05,IOS,BRU,EDI,BRU-EDI,1.0,0.0,ECONOMY,return,2022-05-19 00:00:00,2022-05-22 00:00:00,False,EUR,47300.0,CENTI,-32480,DIRECT_BOOKING,50.9014015198,4.48443984985,BE,BRU,55.950145,-3.372288,GB,EDI,475.15477801265234,5606.826380549298,30.3071696245908
845,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-08-14 00:00:00,2021-08-22 00:00:00,False,GBP,19600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
845,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-08-14 00:00:00,2021-08-22 00:00:00,False,GBP,19600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
846,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
846,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
847,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,6300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
847,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,6300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
848,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-01-06 00:00:00,2022-06-06 00:00:00,True,GBP,15300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
848,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2022-01-06 00:00:00,2022-06-06 00:00:00,True,GBP,15300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
849,2020-04-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-04-16 00:00:00,2021-04-19 00:00:00,False,GBP,7500.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
849,2020-04-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-04-16 00:00:00,2021-04-19 00:00:00,False,GBP,7500.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
850,2020-04-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-04-16 00:00:00,2021-04-19 00:00:00,False,GBP,7500.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
850,2020-04-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-04-16 00:00:00,2021-04-19 00:00:00,False,GBP,7500.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
851,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-13 00:00:00,2019-05-17 00:00:00,False,NZD,14700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
851,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-13 00:00:00,2019-05-17 00:00:00,False,NZD,14700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
852,2022-02-05,IOS,LHR,INV,LOND-INV,2.0,1.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,18200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
852,2022-02-05,IOS,LHR,INV,LOND-INV,2.0,1.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,18200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
853,2022-02-05,IOS,LHR,INV,LOND-INV,2.0,1.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,18200.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
853,2022-02-05,IOS,LHR,INV,LOND-INV,2.0,1.0,ECONOMY,return,2022-09-09 00:00:00,2022-09-14 00:00:00,True,GBP,18200.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
854,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2019-06-06 00:00:00,,False,GBP,7800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
854,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2019-06-06 00:00:00,,False,GBP,7800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
855,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2019-06-06 00:00:00,,False,GBP,7800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
855,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2019-06-06 00:00:00,,False,GBP,7800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
856,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-07-27 00:00:00,2021-03-08 00:00:00,False,GBP,7300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
856,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-07-27 00:00:00,2021-03-08 00:00:00,False,GBP,7300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
857,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-07-27 00:00:00,2021-03-08 00:00:00,False,GBP,7300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
857,2021-03-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2021-07-27 00:00:00,2021-03-08 00:00:00,False,GBP,7300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
858,2019-06-05,IOS,LHR,INV,LOND-INV,3.0,0.0,ECONOMY,oneway,2019-05-07 00:00:00,,False,CNY,103000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
858,2019-06-05,IOS,LHR,INV,LOND-INV,3.0,0.0,ECONOMY,oneway,2019-05-07 00:00:00,,False,CNY,103000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
859,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2022-05-30 00:00:00,,True,THB,168200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
859,2022-02-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,oneway,2022-05-30 00:00:00,,True,THB,168200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
860,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-08-16 00:00:00,2019-08-18 00:00:00,False,GBP,15700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
860,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-08-16 00:00:00,2019-08-18 00:00:00,False,GBP,15700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
861,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-08-16 00:00:00,2019-08-18 00:00:00,False,GBP,15700.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
861,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-08-16 00:00:00,2019-08-18 00:00:00,False,GBP,15700.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
862,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-16 00:00:00,2019-05-18 00:00:00,False,GBP,8800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
862,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-16 00:00:00,2019-05-18 00:00:00,False,GBP,8800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
863,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-16 00:00:00,2019-05-18 00:00:00,False,GBP,8800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,4921.139909177761,34.655914853364514
863,2019-06-05,IOS,LHR,INV,LOND-INV,1.0,0.0,ECONOMY,return,2019-05-16 00:00:00,2019-05-18 00:00:00,False,GBP,8800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,57.54249954223633,-4.047500133514404,GB,INV,443.3459377637623,5231.482065612396,28.27828143574268
