,dt,device_type,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,is_marked_as_eco_option,currency,amount,unit,operating_carrier,booking_type,latitude_deg_origin,longitude_deg_origin,iso_country_origin,iata_code_origin,latitude_deg_dest,longitude_deg_dest,iso_country_dest,iata_code_dest,distance_miles,CO2_factor,Avnoseats,CO2_emissions,CO2_emissions_per_passenger
22,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-14 00:00:00,,False,KRW,9870000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
23,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,mutli_city,2022-06-23 00:00:00,2022-06-29 00:00:00,True,GBP,6900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
24,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,15000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
25,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,15000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
26,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-06-13 00:00:00,2022-06-17 00:00:00,True,GBP,12000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
27,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-06-13 00:00:00,2022-06-17 00:00:00,True,GBP,12000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
28,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,13100.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
29,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,13100.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
30,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-11-06 00:00:00,2021-06-13 00:00:00,False,GBP,5600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
31,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-11-06 00:00:00,2021-06-13 00:00:00,False,GBP,5600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
32,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
33,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
34,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-26 00:00:00,False,GBP,22300.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
35,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-03-06 00:00:00,2022-06-06 00:00:00,True,GBP,5400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
36,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-03-06 00:00:00,2022-06-06 00:00:00,True,GBP,5400.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
37,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-05-22 00:00:00,2021-05-24 00:00:00,True,GBP,12900.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
38,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-02 00:00:00,2022-06-02 00:00:00,False,GBP,12800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
39,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-02 00:00:00,2022-06-02 00:00:00,False,GBP,12800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
40,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2019-05-31 00:00:00,,False,GBP,2200.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
41,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-05 00:00:00,,False,GBP,2700.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
42,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
43,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-05 00:00:00,2022-08-05 00:00:00,True,GBP,14000.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
44,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16300.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
45,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16300.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
46,2020-04-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2020-09-05 16:16:00,2020-05-16 16:16:00,False,GBP,14200.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
47,2020-04-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2020-09-05 16:16:00,2020-05-16 16:16:00,False,GBP,14200.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
48,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
49,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
50,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,False,GBP,23000.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
51,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-07-05 00:00:00,,False,GBP,6000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
52,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
53,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
54,2019-06-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2019-07-30 00:00:00,2019-02-08 00:00:00,False,GBP,19300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
55,2019-06-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2019-07-30 00:00:00,2019-02-08 00:00:00,False,GBP,19300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
56,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,False,GBP,47500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
57,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-08-05 00:00:00,,False,GBP,6100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
58,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-08-05 00:00:00,,False,GBP,6100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
59,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
60,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
61,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-11-05 00:00:00,2021-05-13 00:00:00,False,GBP,27700.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
62,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-07-05 00:00:00,,False,GBP,8600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
63,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-07-05 00:00:00,,False,GBP,8600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
64,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,2.0,ECONOMY,oneway,2019-05-22 00:00:00,,False,GBP,3600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
65,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,2.0,ECONOMY,oneway,2019-05-22 00:00:00,,False,GBP,3600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
66,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2022-05-22 00:00:00,2022-05-29 00:00:00,False,GBP,17300.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
67,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-15 00:00:00,,False,GBP,5700.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
68,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,24200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
69,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-07-05 00:00:00,,False,GBP,8200.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
70,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-08-26 00:00:00,,False,AUD,15100.0,CENTI,-31799,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
71,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-05-28 00:00:00,2022-01-06 00:00:00,False,GBP,29400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
72,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
73,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
74,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,False,GBP,5800.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
75,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-27 00:00:00,,False,GBP,10600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
76,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-27 00:00:00,,False,GBP,10600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
77,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
78,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
79,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-03-05 00:00:00,,False,GBP,13300.0,CENTI,-32528,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
80,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,10100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
81,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2021-03-06 00:00:00,2021-06-06 00:00:00,False,GBP,10100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
82,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,False,GBP,46900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
83,2022-02-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2022-12-16 00:00:00,2022-12-18 00:00:00,True,GBP,22500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
84,2022-02-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2022-12-16 00:00:00,2022-12-18 00:00:00,True,GBP,22500.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,11.1,142,3679.94905842522,25.91513421426211
