,dt,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,currency,amount,unit,operating_carrier,booking_type,iso_country_origin,CO2_emissions,CO2_per_flight,CO2_emissions_per_passenger
141,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,10/07/2022,10/09/2022,GBP,6800,CENTI,-32302,BOOK_WITH_SKYSCANNER,UK,2778.433951,,19.56643628
142,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,10/07/2022,10/09/2022,GBP,6800,CENTI,-32302,DIRECT_BOOKING,UK,2778.433951,,19.56643628
143,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,06/06/2022,06/07/2022,GBP,5300,CENTI,-32356,REDIRECT,UK,2778.433951,,19.56643628
144,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,06/06/2022,06/07/2022,GBP,5300,CENTI,-32356,DIRECT_BOOKING,UK,2778.433951,,19.56643628
145,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,23/09/2022,25/09/2022,GBP,8000,CENTI,-32302,REDIRECT,UK,2778.433951,,19.56643628
146,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,23/09/2022,25/09/2022,GBP,8000,CENTI,-32302,BOOK_WITH_SKYSCANNER,UK,2778.433951,,19.56643628
147,05/02/2022,BHX,EDI,BHX-EDI,1,0,ECONOMY,return,23/09/2022,25/09/2022,GBP,8000,CENTI,-32302,DIRECT_BOOKING,UK,2778.433951,,19.56643628
148,05/02/2022,BHX,EDI,BHX-EDI,2,0,ECONOMY,return,10/07/2022,10/09/2022,GBP,13800,CENTI,-32302,DIRECT_BOOKING,UK,2778.433951,,19.56643628
149,05/02/2022,BHX,EDI,BHX-EDI,2,0,ECONOMY,return,10/07/2022,10/09/2022,GBP,13800,CENTI,-32302,REDIRECT,UK,2778.433951,,19.56643628
150,05/02/2022,BHX,EDI,BHX-EDI,2,0,ECONOMY,return,10/07/2022,10/09/2022,GBP,13800,CENTI,-32302,BOOK_WITH_SKYSCANNER,UK,2778.433951,,19.56643628
151,05/02/2022,MLA,EDI,MLA-EDI,2,0,ECONOMY,return,26/05/2022,31/05/2022,EUR,30000,CENTI,-30823,REDIRECT,Malta,19132.17124,,103.4171418
152,05/02/2022,BCN,EDI,BCN-EDI,2,0,ECONOMY,oneway,05/02/2022,,GBP,11000,CENTI,-31915,REDIRECT,Spain,12293.01025,,66.44870406
153,05/02/2022,BCN,EDI,BCN-EDI,2,0,ECONOMY,oneway,05/02/2022,,GBP,11000,CENTI,-31915,DIRECT_BOOKING,Spain,12293.01025,,66.44870406
154,05/02/2022,BCN,EDI,BCN-EDI,1,0,ECONOMY,oneway,29/05/2022,,CNY,63400,CENTI,-31915,REDIRECT,Spain,12293.01025,,66.44870406
155,05/02/2022,BCN,EDI,BCN-EDI,1,0,ECONOMY,oneway,09/12/2022,,GBP,6500,CENTI,-31915,REDIRECT,Spain,12293.01025,,66.44870406
156,05/04/2020,BCN,EDI,BCN-EDI,1,0,ECONOMY,oneway,13/05/2020,,GBP,13200,CENTI,-32480,REDIRECT,Spain,12293.01025,,66.44870406
157,05/02/2022,ICN,EDI,ICN-EDI,1,0,ECONOMY,oneway,05/04/2022,,KRW,152931600,CENTI,-32558,REDIRECT,South Korea,143715.576,,446.3216646
158,05/02/2022,AKL,EDI,AKL-EDI,1,0,ECONOMY,return,07/05/2022,19/07/2022,GBP,486400,CENTI,-32646,REDIRECT,New Zealand,299275.9592,,929.4284448
159,05/02/2022,SPU,EDI,SPU-EDI,1,0,ECONOMY,oneway,06/10/2022,,GBP,9800,CENTI,-32356,REDIRECT,Croatia,14387.26497,14387.26497,77.76899986
160,05/02/2022,FAO,EDI,FAO-EDI,1,0,ECONOMY,oneway,05/03/2022,,GBP,1000,CENTI,-31915,REDIRECT,Portugal,15643.77273,,84.56093367
161,05/02/2022,FAO,EDI,FAO-EDI,1,0,ECONOMY,oneway,05/03/2022,,GBP,1000,CENTI,-31915,DIRECT_BOOKING,Portugal,15643.77273,,84.56093367
162,05/02/2022,FAO,EDI,FAO-EDI,2,0,ECONOMY,oneway,19/05/2022,,GBP,32000,CENTI,-31915,REDIRECT,Portugal,15643.77273,,84.56093367
163,05/02/2022,FAO,EDI,FAO-EDI,2,0,ECONOMY,oneway,19/05/2022,,GBP,32000,CENTI,-31915,DIRECT_BOOKING,Portugal,15643.77273,,84.56093367
164,05/02/2022,AMS,EDI,AMS-EDI,1,0,ECONOMY,oneway,05/02/2022,,GBP,32600,CENTI,-32132,REDIRECT,Netherlands,4885.886485,,26.41019722
165,05/02/2022,AMS,EDI,AMS-EDI,1,0,ECONOMY,return,21/05/2022,26/05/2022,EUR,20700,CENTI,-32356,REDIRECT,Netherlands,4885.886485,,26.41019722
166,05/02/2022,AMS,EDI,AMS-EDI,1,0,ECONOMY,oneway,05/02/2022,,EUR,39600,CENTI,-32132,REDIRECT,Netherlands,4885.886485,,26.41019722
167,05/02/2022,AMS,EDI,AMS-EDI,1,0,ECONOMY,oneway,05/03/2022,,GBP,9900,CENTI,-32356,REDIRECT,Netherlands,4885.886485,,26.41019722
168,05/02/2022,SYY,EDI,SYY-EDI,1,0,ECONOMY,oneway,15/05/2022,,GBP,16000,CENTI,-32094,REDIRECT,UK,2130.162153,,15.00114192
169,05/02/2022,HKG,EDI,HKG-EDI,2,0,ECONOMY,oneway,24/06/2022,,HKD,1175900,CENTI,-32456,REDIRECT,Hong Kong,159063.2939,,493.9853849
170,05/02/2022,HKG,EDI,HKG-EDI,2,0,ECONOMY,oneway,24/06/2022,,HKD,1175900,CENTI,-32456,REDIRECT,Hong Kong,159287.5086,,494.6817037
171,05/02/2022,GIB,EDI,GIB-EDI,1,0,ECONOMY,oneway,05/05/2022,,GBP,13300,CENTI,-32356,REDIRECT,Gibraltar,16179.21431,,87.45521251
172,05/02/2022,CAG,EDI,CAG-EDI,2,2,ECONOMY,oneway,08/05/2022,,GBP,86900,CENTI,-30823,REDIRECT,Italy,15178.80466,,82.04759276
173,05/02/2022,AGP,EDI,AGP-EDI,1,0,ECONOMY,return,22/09/2022,25/09/2022,EUR,15400,CENTI,-32356,REDIRECT,Spain,15727.43711,,85.01317356
174,05/02/2022,AGP,EDI,AGP-EDI,1,0,ECONOMY,return,21/07/2022,25/07/2022,EUR,17300,CENTI,-32356,REDIRECT,Spain,15727.43711,,85.01317356
175,05/02/2022,AGP,EDI,AGP-EDI,1,0,ECONOMY,return,21/07/2022,25/07/2022,EUR,17500,CENTI,-31915,REDIRECT,Spain,15727.43711,,85.01317356
176,05/02/2022,TLS,EDI,TLS-EDI,1,0,ECONOMY,return,07/04/2022,07/11/2022,GBP,17900,CENTI,-31915,REDIRECT,France,10343.9399,,55.91318862
177,05/02/2022,KRK,EDI,KRK-EDI,1,0,ECONOMY,return,15/06/2022,20/06/2022,PLN,74300,CENTI,-32356,REDIRECT,Poland,12251.9603,,66.22681242
178,05/02/2022,LTN,EDI,LTN-EDI,1,0,ECONOMY,oneway,20/05/2022,,GBP,6300,CENTI,-32356,REDIRECT,UK,3406.682685,,23.99072314
179,05/02/2022,LTN,EDI,LTN-EDI,1,0,ECONOMY,return,11/11/2022,13/11/2022,GBP,11200,CENTI,-32356,REDIRECT,UK,3406.682685,,23.99072314
180,05/02/2022,LTN,EDI,LTN-EDI,1,0,ECONOMY,return,19/05/2022,20/05/2022,GBP,10500,CENTI,-32356,REDIRECT,UK,3406.682685,,23.99072314
181,05/02/2022,CLJ,EDI,CLJ-EDI,1,0,ECONOMY,oneway,14/08/2022,,GBP,13300,CENTI,-31669,REDIRECT,Romania,15526.55663,,83.92733313
182,05/02/2022,CLJ,EDI,CLJ-EDI,1,0,ECONOMY,oneway,21/08/2022,,GBP,13200,CENTI,-31669,REDIRECT,Romania,15526.55663,,83.92733313
183,05/02/2022,TFS,EDI,TFS-EDI,1,0,ECONOMY,oneway,23/05/2022,,GBP,5200,CENTI,-31915,REDIRECT,Spain,24022.29088,,129.850221
184,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,oneway,06/01/2022,,GBP,8500,CENTI,-32356,REDIRECT,Portugal,14342.86142,,77.52898067
185,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,mutli_city,20/08/2022,27/08/2022,EUR,18200,CENTI,-31915,REDIRECT,Portugal,14342.86142,,77.52898067
186,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,mutli_city,20/08/2022,27/08/2022,EUR,18200,CENTI,-31915,DIRECT_BOOKING,Portugal,14342.86142,,77.52898067
187,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,oneway,06/04/2022,,GBP,20700,CENTI,-31915,REDIRECT,Portugal,14342.86142,,77.52898067
188,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,oneway,06/04/2022,,GBP,20500,CENTI,-31915,REDIRECT,Portugal,14342.86142,,77.52898067
189,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,oneway,14/05/2022,,GBP,2200,CENTI,-31915,REDIRECT,Portugal,14342.86142,,77.52898067
190,05/02/2022,LIS,EDI,LIS-EDI,1,0,ECONOMY,oneway,23/06/2022,,KRW,9494400,CENTI,-31915,REDIRECT,Portugal,14342.86142,,77.52898067
191,05/02/2022,CRL,EDI,CRL-EDI,1,0,ECONOMY,oneway,19/05/2022,,GBP,800,CENTI,-31915,REDIRECT,Belgium,5878.906595,2939.453298,31.77787348
192,05/02/2022,CRL,EDI,CRL-EDI,1,0,ECONOMY,oneway,19/06/2022,,GBP,1800,CENTI,-31915,REDIRECT,Belgium,5878.906595,2939.453298,31.77787348
193,05/02/2022,MRS,EDI,MRS-EDI,1,0,ECONOMY,oneway,05/05/2022,,GBP,500,CENTI,-31915,REDIRECT,France,11141.73656,,60.225603
194,05/02/2022,MRS,EDI,MRS-EDI,1,0,ECONOMY,oneway,05/05/2022,,GBP,500,CENTI,-31915,DIRECT_BOOKING,France,11141.73656,,60.225603
195,05/02/2022,MRS,EDI,MRS-EDI,1,0,ECONOMY,oneway,19/09/2022,,EUR,3500,CENTI,-31915,REDIRECT,France,11141.73656,,60.225603
196,05/02/2022,TRF,EDI,TRF-EDI,1,0,ECONOMY,oneway,05/05/2022,,NOK,51500,CENTI,-31669,REDIRECT,Norway,6502.730585,,35.14989505
197,05/02/2022,ZRH,EDI,ZRH-EDI,2,0,ECONOMY,return,05/12/2022,15/05/2022,EUR,92900,CENTI,-32132,REDIRECT,Switzerland,9151.226927,3050.408976,49.4660915
198,05/02/2022,ZRH,EDI,ZRH-EDI,2,1,ECONOMY,return,05/12/2022,15/05/2022,EUR,122100,CENTI,-32132,REDIRECT,Switzerland,9151.226927,3050.408976,49.4660915
199,05/02/2022,NAP,EDI,NAP-EDI,2,2,ECONOMY,return,08/06/2022,20/08/2022,EUR,78800,CENTI,-31915,REDIRECT,Italy,15467.59729,,83.60863399
200,05/02/2022,NAP,EDI,NAP-EDI,1,0,ECONOMY,return,30/06/2022,07/04/2022,GBP,24000,CENTI,-32356,REDIRECT,Italy,15467.59729,,83.60863399
201,05/02/2022,CGN,EDI,CGN-EDI,1,0,ECONOMY,oneway,14/08/2022,,KRW,10572500,CENTI,-32332,REDIRECT,Germany,6568.21974,,35.50389049
202,05/02/2022,CGN,EDI,CGN-EDI,1,0,ECONOMY,oneway,14/08/2022,,KRW,10207500,CENTI,-32332,REDIRECT,Germany,6568.21974,,35.50389049
203,05/02/2022,LCA,EDI,LCA-EDI,1,0,ECONOMY,return,05/04/2022,05/11/2022,EUR,26500,CENTI,-32174,REDIRECT,Cyprus,26736.77188,13368.38594,144.5230913
204,05/02/2022,LCA,EDI,LCA-EDI,1,0,ECONOMY,return,05/04/2022,05/11/2022,EUR,26500,CENTI,-32174,BOOK_WITH_SKYSCANNER,Cyprus,26736.77188,13368.38594,144.5230913
205,05/02/2022,OPO,EDI,OPO-EDI,2,0,ECONOMY,oneway,14/05/2022,,GBP,5300,CENTI,-31915,REDIRECT,Portugal,12314.63785,,66.56560999
206,05/02/2022,OPO,EDI,OPO-EDI,2,0,ECONOMY,oneway,14/05/2022,,GBP,5300,CENTI,-31915,DIRECT_BOOKING,Portugal,12314.63785,,66.56560999
207,05/02/2022,HAM,EDI,HAM-EDI,1,0,ECONOMY,oneway,19/06/2022,,EUR,7400,CENTI,-32356,REDIRECT,Germany,6547.105792,,35.38976104
208,05/02/2022,LPA,EDI,LPA-EDI,1,0,ECONOMY,oneway,05/05/2022,,GBP,8000,CENTI,-31583,REDIRECT,Spain,23898.57244,,129.1814726
209,05/02/2022,STN,EDI,STN-EDI,1,0,ECONOMY,return,22/07/2022,24/07/2022,GBP,8700,CENTI,-32356,REDIRECT,UK,3516.669891,,24.76528092
210,05/02/2022,STN,EDI,STN-EDI,1,0,ECONOMY,return,22/07/2022,24/07/2022,GBP,8700,CENTI,-32356,DIRECT_BOOKING,UK,3516.669891,,24.76528092
211,05/02/2022,OSL,EDI,OSL-EDI,1,0,ECONOMY,mutli_city,15/06/2022,17/06/2022,NOK,106300,CENTI,-32013,REDIRECT,Norway,7113.920017,,38.45362172
212,05/02/2022,DPS,EDI,DPS-EDI,2,0,ECONOMY,oneway,16/06/2022,,GBP,103300,CENTI,-31757,REDIRECT,Indonesia,209985.9995,,652.1304334
213,05/02/2022,BLL,EDI,BLL-EDI,1,0,ECONOMY,return,06/03/2022,06/06/2022,DKK,28300,CENTI,-31915,REDIRECT,Denmark,5727.418755,1909.139585,30.9590203
214,05/02/2022,BLL,EDI,BLL-EDI,1,0,ECONOMY,return,06/03/2022,06/06/2022,DKK,28300,CENTI,-31915,DIRECT_BOOKING,Denmark,5727.418755,1909.139585,30.9590203
215,05/02/2022,BLL,EDI,BLL-EDI,1,0,ECONOMY,return,05/05/2022,05/09/2022,CAD,2900,CENTI,-31915,REDIRECT,Denmark,5727.418755,1909.139585,30.9590203
216,05/02/2022,VLC,EDI,VLC-EDI,1,0,ECONOMY,return,16/08/2022,23/08/2022,EUR,17100,CENTI,-31915,REDIRECT,Spain,13510.91092,,73.03195091
217,05/02/2022,VLC,EDI,VLC-EDI,2,0,ECONOMY,return,16/08/2022,23/08/2022,EUR,31800,CENTI,-31915,REDIRECT,Spain,13510.91092,,73.03195091
218,05/02/2022,VLC,EDI,VLC-EDI,2,0,ECONOMY,return,16/08/2022,23/08/2022,EUR,31800,CENTI,-31915,DIRECT_BOOKING,Spain,13510.91092,,73.03195091
219,05/02/2022,FKB,EDI,FKB-EDI,1,0,ECONOMY,oneway,06/03/2022,,EUR,18200,CENTI,-30823,REDIRECT,Germany,8146.482818,,44.03504226
220,05/02/2022,PSA,EDI,PSA-EDI,1,0,ECONOMY,return,05/12/2022,15/05/2022,EUR,4000,CENTI,-31915,REDIRECT,Italy,12298.64058,,66.47913826
221,05/02/2022,BSL,EDI,BSL-EDI,1,0,ECONOMY,return,15/05/2022,18/05/2022,EUR,8900,CENTI,-32356,REDIRECT,France,8737.2396,,47.22832216
222,05/02/2022,VNO,EDI,VNO-EDI,1,0,ECONOMY,oneway,15/06/2022,,GBP,4700,CENTI,-30821,REDIRECT,Lithuania,13250.97486,,71.62689111
223,05/02/2022,ORK,EDI,ORK-EDI,1,0,ECONOMY,oneway,17/06/2022,,EUR,600,CENTI,-31915,REDIRECT,Ireland,4153.308972,,22.45031877
224,05/02/2022,ORK,EDI,ORK-EDI,1,0,ECONOMY,oneway,17/06/2022,,EUR,600,CENTI,-31915,DIRECT_BOOKING,Ireland,4153.308972,,22.45031877
225,05/02/2022,ORK,EDI,ORK-EDI,1,0,ECONOMY,return,28/07/2022,08/01/2022,EUR,6200,CENTI,-31915,REDIRECT,Ireland,4153.308972,,22.45031877
226,05/02/2022,BLQ,EDI,BLQ-EDI,1,0,ECONOMY,return,16/06/2022,21/06/2022,EUR,14400,CENTI,-31915,REDIRECT,Italy,11992.78121,,64.82584435
227,05/02/2022,GDN,EDI,GDN-EDI,2,0,ECONOMY,oneway,05/03/2022,,GBP,10000,CENTI,-30821,REDIRECT,Poland,10207.67379,,55.17661507
228,05/02/2022,GDN,EDI,GDN-EDI,2,0,ECONOMY,oneway,05/03/2022,,GBP,10000,CENTI,-30821,DIRECT_BOOKING,Poland,10207.67379,,55.17661507
229,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,return,05/05/2022,05/08/2022,GBP,14300,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
230,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,return,09/09/2022,14/09/2022,GBP,6300,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
231,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,return,06/01/2022,06/06/2022,GBP,15300,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
232,05/02/2022,LHR,INV,LOND-INV,2,1,ECONOMY,return,09/09/2022,14/09/2022,GBP,18200,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
233,05/02/2022,LHR,INV,LOND-INV,2,1,ECONOMY,return,09/09/2022,14/09/2022,GBP,18200,CENTI,-32356,DIRECT_BOOKING,UK,4921.139891,,34.65591473
234,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,oneway,30/05/2022,,THB,168200,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
235,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,return,09/09/2022,15/09/2022,GBP,4100,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
236,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,return,09/09/2022,15/09/2022,GBP,4100,CENTI,-32356,DIRECT_BOOKING,UK,4921.139891,,34.65591473
237,05/02/2022,LHR,INV,LOND-INV,1,0,ECONOMY,oneway,07/08/2022,,KYD,8600,CENTI,-32356,REDIRECT,UK,4921.139891,,34.65591473
238,05/02/2022,LGW,INV,LGW-INV,1,0,ECONOMY,return,06/07/2022,13/06/2022,GBP,5200,CENTI,-32356,DIRECT_BOOKING,UK,5196.322934,,36.59382348
239,05/02/2022,LGW,INV,LGW-INV,1,0,ECONOMY,return,06/07/2022,13/06/2022,GBP,5200,CENTI,-32356,REDIRECT,UK,5196.322934,,36.59382348
240,05/02/2022,LGW,INV,LGW-INV,2,0,ECONOMY,return,06/07/2022,13/06/2022,GBP,12200,CENTI,-32356,REDIRECT,UK,5196.322934,,36.59382348
241,05/02/2022,LGW,INV,LGW-INV,2,0,ECONOMY,return,06/07/2022,13/06/2022,GBP,12200,CENTI,-32356,DIRECT_BOOKING,UK,5196.322934,,36.59382348
242,05/02/2022,ALC,INV,ALC-INV,1,0,ECONOMY,oneway,30/05/2022,,GBP,7700,CENTI,-31915,REDIRECT,Spain,15813.19461,,85.47672761
243,05/02/2022,ALC,INV,ALC-INV,1,0,ECONOMY,oneway,30/05/2022,,GBP,8300,CENTI,-31915,REDIRECT,Spain,15813.19461,,85.47672761
244,05/02/2022,LIS,INV,LIS-INV,1,0,ECONOMY,oneway,05/02/2022,,GBP,26200,CENTI,-32356,REDIRECT,Portugal,15533.7388,,83.96615565
245,05/02/2022,LBA,INV,LBA-INV,1,0,ECONOMY,return,19/05/2022,22/05/2022,GBP,29200,CENTI,-32302,REDIRECT,UK,3001.996745,,21.14082215
246,05/02/2022,EMA,INV,EMA-INV,1,0,ECONOMY,return,23/05/2022,30/05/2022,GBP,11300,CENTI,-31915,REDIRECT,UK,3803.694859,,26.78658352
247,05/02/2022,STN,INV,STN-INV,1,0,ECONOMY,return,22/08/2022,28/08/2022,AUD,48400,CENTI,-31915,REDIRECT,UK,4733.343984,,33.33340834
248,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,14/05/2022,,GBP,20700,CENTI,-32480,REDIRECT,UK,4463.160767,,31.43070963
249,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,14/05/2022,,GBP,20700,CENTI,-32480,DIRECT_BOOKING,UK,4463.160767,,31.43070963
250,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,14/05/2022,,GBP,20700,CENTI,-32480,BOOK_WITH_SKYSCANNER,UK,4463.160767,,31.43070963
251,05/03/2021,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,return,06/07/2021,06/11/2021,GBP,17200,CENTI,-32480,REDIRECT,UK,4463.160767,,31.43070963
252,05/02/2022,LHR,ABZ,LOND-ABZ,1,0,ECONOMY,oneway,05/09/2022,,GBP,6200,CENTI,-32356,REDIRECT,UK,4463.160767,,31.43070963
253,05/02/2022,LHR,ABZ,LOND-ABZ,1,0,ECONOMY,oneway,05/09/2022,,GBP,6200,CENTI,-32356,DIRECT_BOOKING,UK,4463.160767,,31.43070963
254,05/02/2022,LHR,ABZ,LOND-ABZ,1,0,ECONOMY,oneway,05/03/2022,,GBP,13100,CENTI,-32480,REDIRECT,UK,4463.160767,,31.43070963
255,05/02/2022,LHR,ABZ,LOND-ABZ,1,0,ECONOMY,oneway,05/03/2022,,GBP,13100,CENTI,-32480,BOOK_WITH_SKYSCANNER,UK,4463.160767,,31.43070963
256,05/02/2022,LHR,ABZ,LOND-ABZ,1,0,ECONOMY,oneway,05/03/2022,,GBP,13100,CENTI,-32480,DIRECT_BOOKING,UK,4463.160767,,31.43070963
257,05/02/2022,LHR,ABZ,LOND-ABZ,2,0,ECONOMY,oneway,03/02/2022,,GBP,9400,CENTI,-32356,REDIRECT,UK,4463.160767,,31.43070963
258,05/02/2022,LHR,ABZ,LOND-ABZ,2,0,ECONOMY,oneway,03/02/2022,,GBP,9400,CENTI,-32356,DIRECT_BOOKING,UK,4463.160767,,31.43070963
259,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,05/05/2022,,GBP,21200,CENTI,-32480,REDIRECT,UK,4463.160767,,31.43070963
260,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,05/05/2022,,GBP,21200,CENTI,-32480,BOOK_WITH_SKYSCANNER,UK,4463.160767,,31.43070963
261,05/02/2022,LHR,ABZ,LHR-ABZ,1,0,ECONOMY,oneway,05/05/2022,,GBP,21200,CENTI,-32480,DIRECT_BOOKING,UK,4463.160767,,31.43070963
262,05/04/2020,SYD,ABZ,SYD-ABZ,1,0,ECONOMY,return,18/10/2020,21/11/2020,AUD,156600,CENTI,-31939,REDIRECT,Australia,279882.4278,279882.4278,869.2000864
263,05/03/2021,MAN,ABZ,MAN-ABZ,1,0,ECONOMY,return,25/05/2021,28/05/2021,GBP,22700,CENTI,-32094,DIRECT_BOOKING,UK,2954.858991,,20.80886613
264,05/03/2021,MAN,ABZ,MAN-ABZ,1,0,ECONOMY,return,25/05/2021,28/05/2021,GBP,22700,CENTI,-32094,REDIRECT,UK,2954.858991,,20.80886613
265,05/03/2021,MAN,ABZ,MAN-ABZ,1,0,ECONOMY,return,25/05/2021,28/05/2021,GBP,22700,CENTI,-32094,BOOK_WITH_SKYSCANNER,UK,2954.858991,,20.80886613
266,05/02/2022,AGP,ABZ,AGP-ABZ,1,0,ECONOMY,oneway,25/07/2022,,GBP,15200,CENTI,-32356,REDIRECT,Spain,16782.32918,,90.71529285
267,05/02/2022,AGP,ABZ,AGP-ABZ,1,0,ECONOMY,oneway,05/11/2022,,GBP,10500,CENTI,-32356,REDIRECT,Spain,16782.32918,,90.71529285
268,05/02/2022,SOU,ABZ,SOU-ABZ,1,0,ECONOMY,return,06/05/2022,06/09/2022,GBP,25800,CENTI,-32094,BOOK_WITH_SKYSCANNER,UK,4809.395313,,33.86898108
269,05/02/2022,SOU,ABZ,SOU-ABZ,1,0,ECONOMY,return,06/05/2022,06/09/2022,GBP,25800,CENTI,-32094,REDIRECT,UK,4809.395313,,33.86898108
270,05/02/2022,SOU,ABZ,SOU-ABZ,1,0,ECONOMY,return,06/05/2022,06/09/2022,GBP,25800,CENTI,-32094,DIRECT_BOOKING,UK,4809.395313,,33.86898108
271,05/02/2022,LIS,ABZ,LIS-ABZ,1,0,ECONOMY,oneway,05/02/2022,,GBP,29600,CENTI,-32356,REDIRECT,Portugal,15468.96066,,83.61600357
272,05/03/2021,LHR,GLA,LHR-GLA,1,0,ECONOMY,oneway,05/03/2021,,GBP,30100,CENTI,-32480,REDIRECT,UK,3825.986229,,26.943565
273,05/02/2022,LHR,GLA,LHR-GLA,1,0,ECONOMY,oneway,05/04/2022,,MYR,227000,CENTI,-32480,REDIRECT,UK,3825.986229,,26.943565
274,05/02/2022,LGW,GLA,LGW-GLA,1,0,ECONOMY,return,13/05/2022,16/05/2022,GBP,6200,CENTI,-32356,REDIRECT,UK,4105.446267,,28.91159343
275,05/02/2022,LGW,GLA,LGW-GLA,1,0,ECONOMY,return,13/05/2022,16/05/2022,GBP,6200,CENTI,-32356,DIRECT_BOOKING,UK,4105.446267,,28.91159343
276,05/02/2022,BHX,GLA,BHX-GLA,1,0,ECONOMY,oneway,05/09/2022,,GBP,3800,CENTI,-32356,REDIRECT,UK,2884.823,,20.31565493
277,05/02/2022,BCN,GLA,BCN-GLA,2,0,ECONOMY,oneway,05/08/2022,,GBP,24300,CENTI,-31915,REDIRECT,Spain,12377.56523,,66.90575801
278,05/02/2022,ACE,GLA,ACE-GLA,1,0,ECONOMY,oneway,05/08/2022,,GBP,4700,CENTI,-31762,REDIRECT,Spain,22592.1262,,122.1196011
279,05/02/2022,ACE,GLA,ACE-GLA,2,0,ECONOMY,oneway,05/08/2022,,GBP,9400,CENTI,-31762,REDIRECT,Spain,22592.1262,,122.1196011
280,05/02/2022,AGP,GLA,AGP-GLA,2,0,ECONOMY,return,05/03/2022,05/04/2022,GBP,20300,CENTI,-32356,REDIRECT,Spain,15651.40083,,84.60216665
281,05/02/2022,TFS,PIK,TFS-PIK,2,0,ECONOMY,oneway,05/03/2022,,GBP,6500,CENTI,-31915,REDIRECT,Spain,23466.23165,,126.8444954
282,05/02/2022,LPA,PIK,LPA-PIK,1,0,ECONOMY,oneway,07/10/2022,,GBP,3600,CENTI,-31915,REDIRECT,Spain,23356.69963,,126.2524305
283,05/02/2022,LPA,PIK,LPA-PIK,1,0,ECONOMY,oneway,07/10/2022,,GBP,3600,CENTI,-31915,DIRECT_BOOKING,Spain,23356.69963,,126.2524305
